no,m_date,loc,temp,ph,ec,do,M73,toc,tn,tp,clola-a,g_rtwqi,rtwqi,rtwqi_n
1280,2023-04-24 07:00:00,장계,17.0,8.3,182.0,9.0,2.5,2.5,1.345,0.02,10.7,우수,100.0,100.0
1281,2023-04-24 08:00:00,장계,17.1,8.3,182.0,9.0,2.6,2.8,1.218,0.019,10.8,우수,100.0,100.0
1282,2023-04-24 09:00:00,장계,17.2,8.3,183.0,9.0,2.6,2.5,1.324,0.019,10.4,우수,100.0,100.0
1283,2023-04-24 10:00:00,장계,17.4,8.3,182.0,9.0,2.6,2.2,1.372,0.019,10.5,우수,100.0,100.0
1284,2023-04-24 11:00:00,장계,17.6,8.4,183.0,9.1,2.6,2.6,1.4480000000000002,0.019,10.2,우수,100.0,100.0
1285,2023-04-24 12:00:00,장계,17.7,8.3,184.0,9.2,2.8,2.6,1.345,0.02,10.3,우수,100.0,100.0
1286,2023-04-24 13:00:00,장계,17.7,8.3,184.0,9.2,2.9,2.5,1.356,0.021,11.0,우수,100.0,100.0
1287,2023-04-24 14:00:00,장계,,,,,,,1.34,0.02,,,100.0,100.0
1288,2023-04-24 15:00:00,장계,,,,,,,,,,,,
1289,2023-04-24 16:00:00,장계,17.8,8.6,182.0,10.0,2.2,,,,10.9,우수,100.0,100.0
1290,2023-04-24 17:00:00,장계,17.7,8.8,184.0,10.1,2.3,,,,11.7,우수,100.0,100.0
1291,2023-04-24 18:00:00,장계,17.8,8.8,182.0,10.1,2.3,,,,10.5,우수,100.0,100.0
1292,2023-04-24 19:00:00,장계,17.3,8.7,182.0,9.9,2.2,2.3,1.288,0.018,10.3,우수,100.0,100.0
1293,2023-04-24 20:00:00,장계,17.3,8.7,182.0,9.9,2.2,2.2,1.287,0.018,10.8,우수,100.0,100.0
1294,2023-04-24 21:00:00,장계,17.4,8.7,181.0,9.8,2.3,2.3,1.342,0.018,10.2,우수,100.0,100.0
1295,2023-04-24 22:00:00,장계,17.3,8.8,182.0,9.7,2.2,2.2,1.246,0.018,10.6,우수,100.0,100.0
1296,2023-04-24 23:00:00,장계,17.1,8.8,181.0,9.6,2.2,2.2,1.18,0.017,10.1,우수,100.0,100.0
1297,2023-04-25 00:00:00,장계,17.1,8.7,180.0,9.5,2.2,2.3,1.453,0.017,9.7,우수,100.0,100.0
1298,2023-04-25 01:00:00,장계,17.0,8.7,180.0,9.4,2.2,2.1,1.272,0.016,10.1,우수,100.0,100.0
1299,2023-04-25 02:00:00,장계,17.0,8.7,179.0,9.3,2.1,2.2,1.293,0.016,9.7,우수,100.0,100.0
1300,2023-04-25 03:00:00,장계,16.9,8.6,180.0,9.2,2.1,2.2,1.311,0.016,10.1,우수,100.0,100.0
1301,2023-04-25 04:00:00,장계,16.8,8.5,181.0,9.1,2.1,2.2,1.339,0.016,9.8,우수,100.0,100.0
1302,2023-04-25 05:00:00,장계,16.7,8.5,181.0,9.1,2.1,2.3,1.253,0.016,9.8,우수,100.0,100.0
1303,2023-04-25 06:00:00,장계,16.6,8.5,182.0,9.1,2.1,2.2,1.344,0.016,10.5,우수,100.0,100.0
1304,2023-04-25 07:00:00,장계,16.5,8.4,182.0,9.0,2.1,2.2,1.304,0.016,11.4,우수,100.0,100.0
1305,2023-04-25 08:00:00,장계,16.5,8.4,181.0,9.0,2.1,2.2,1.241,0.016,10.3,우수,100.0,100.0
1306,2023-04-25 09:00:00,장계,16.5,8.5,180.0,9.1,2.1,2.3,1.284,0.017,10.3,우수,100.0,100.0
1307,2023-04-25 10:00:00,장계,16.5,8.4,181.0,9.0,2.1,2.3,1.3430000000000002,0.017,10.5,우수,100.0,100.0
1308,2023-04-25 11:00:00,장계,16.5,8.4,179.0,9.1,2.2,2.3,1.324,0.017,10.5,우수,100.0,100.0
1309,2023-04-25 12:00:00,장계,16.5,8.4,179.0,9.2,2.2,2.2,1.378,0.017,11.2,우수,100.0,100.0
1310,2023-04-25 13:00:00,장계,16.6,8.5,179.0,9.3,2.2,2.3,1.392,0.018,11.1,우수,100.0,100.0
1311,2023-04-25 14:00:00,장계,16.6,8.5,179.0,9.3,2.1,2.3,1.401,0.018,11.9,우수,100.0,100.0
1312,2023-04-25 15:00:00,장계,16.6,8.6,178.0,9.5,2.0,2.2,1.223,0.018,11.5,우수,100.0,100.0
1313,2023-04-25 16:00:00,장계,16.6,8.6,178.0,9.5,2.1,2.3,1.297,0.018,11.1,우수,100.0,100.0
1314,2023-04-25 17:00:00,장계,16.6,8.7,177.0,9.5,2.2,2.3,1.405,0.018,11.1,우수,100.0,100.0
1315,2023-04-25 18:00:00,장계,16.6,8.7,177.0,9.6,2.3,2.2,1.444,0.018,11.0,우수,100.0,100.0
1316,2023-04-25 19:00:00,장계,16.5,8.6,177.0,9.5,2.5,2.2,1.42,0.018,11.1,우수,100.0,100.0
1317,2023-04-25 20:00:00,장계,16.5,8.7,177.0,9.6,2.4,2.2,1.4169999999999998,0.018,10.6,우수,100.0,100.0
1318,2023-04-25 21:00:00,장계,16.4,8.7,177.0,9.5,2.2,2.3,1.35,0.018,10.5,우수,100.0,100.0
1319,2023-04-25 22:00:00,장계,16.3,8.5,179.0,9.2,2.2,2.3,1.311,0.018,10.4,우수,100.0,100.0
1320,2023-04-25 23:00:00,장계,16.3,8.5,179.0,9.2,2.1,2.0,1.307,0.018,10.7,우수,100.0,100.0
1321,2023-04-26 00:00:00,장계,16.4,8.5,179.0,9.2,2.1,2.2,1.412,0.017,10.2,우수,100.0,100.0
1322,2023-04-26 01:00:00,장계,16.4,8.5,178.0,9.1,2.1,2.2,1.3219999999999998,0.018,9.9,우수,100.0,100.0
1323,2023-04-26 02:00:00,장계,16.4,8.4,178.0,9.0,2.0,2.3,1.229,0.018,9.0,우수,100.0,100.0
1324,2023-04-26 03:00:00,장계,16.3,8.4,178.0,8.9,2.0,2.2,1.244,0.018,9.0,우수,100.0,100.0
1325,2023-04-26 04:00:00,장계,16.2,8.4,178.0,9.0,2.1,2.2,1.258,0.018,9.0,우수,100.0,100.0
1326,2023-04-26 05:00:00,장계,16.1,8.4,179.0,8.8,2.1,2.4,1.402,0.017,8.9,우수,100.0,100.0
1327,2023-04-26 06:00:00,장계,16.1,8.3,180.0,8.7,2.2,2.3,1.334,0.018,8.9,우수,100.0,100.0
1328,2023-04-26 07:00:00,장계,16.1,8.3,181.0,8.7,2.2,2.5,1.273,0.017,9.0,우수,100.0,100.0
1329,2023-04-26 08:00:00,장계,16.2,8.4,180.0,8.8,2.1,2.5,1.423,0.018,9.1,우수,100.0,100.0
1330,2023-04-26 09:00:00,장계,16.2,8.4,181.0,8.8,2.0,2.5,1.4,0.018,9.1,우수,100.0,100.0
1331,2023-04-26 10:00:00,장계,16.3,8.4,181.0,8.8,2.2,,1.327,0.018,10.1,우수,100.0,100.0
1332,2023-04-26 11:00:00,장계,16.8,8.4,181.0,9.0,2.6,,1.3019999999999998,0.018,10.9,우수,100.0,100.0
1333,2023-04-26 12:00:00,장계,16.8,8.5,181.0,9.1,2.5,,1.3769999999999998,0.02,11.0,우수,100.0,100.0
1334,2023-04-26 13:00:00,장계,,,,,,,,0.019,,,100.0,100.0
1335,2023-04-26 14:00:00,장계,,,,,,,,0.019,,,100.0,100.0
1336,2023-04-26 15:00:00,장계,,,,,,,,0.019,,,100.0,100.0
1337,2023-04-26 16:00:00,장계,,,,,,,,0.019,,,100.0,100.0
1338,2023-04-26 17:00:00,장계,16.9,8.6,181.0,9.4,3.6,2.6,1.264,0.02,11.5,우수,100.0,100.0
1339,2023-04-26 18:00:00,장계,16.8,8.7,179.0,9.4,3.1,2.5,1.401,0.02,10.6,우수,100.0,100.0
1340,2023-04-26 19:00:00,장계,16.7,8.7,181.0,9.4,2.7,2.5,1.307,0.02,10.1,우수,100.0,100.0
1341,2023-04-26 20:00:00,장계,16.7,8.7,180.0,9.4,2.6,2.5,1.345,0.02,9.9,우수,100.0,100.0
1342,2023-04-26 21:00:00,장계,16.6,8.7,179.0,9.3,2.7,2.6,1.403,0.019,9.8,우수,100.0,100.0
1343,2023-04-26 22:00:00,장계,16.4,8.6,180.0,9.2,2.6,2.5,1.204,0.018,9.6,우수,100.0,100.0
1344,2023-04-26 23:00:00,장계,16.2,8.6,179.0,9.1,2.6,2.4,1.351,0.018,9.5,우수,100.0,100.0
1345,2023-04-27 00:00:00,장계,16.1,8.6,179.0,9.1,2.6,2.4,1.3730000000000002,0.017,9.2,우수,100.0,100.0
1346,2023-04-27 01:00:00,장계,16.1,8.6,179.0,9.1,2.8,2.3,1.276,0.018,9.0,우수,100.0,100.0
1347,2023-04-27 02:00:00,장계,15.9,8.5,180.0,9.0,2.8,2.3,1.4469999999999998,0.017,9.4,우수,100.0,100.0
1348,2023-04-27 03:00:00,장계,15.9,8.5,180.0,8.8,2.7,2.5,1.5930000000000002,0.017,9.2,우수,100.0,100.0
1349,2023-04-27 04:00:00,장계,15.8,8.5,180.0,8.8,2.6,2.4,1.346,0.017,9.2,우수,100.0,100.0
1350,2023-04-27 05:00:00,장계,15.7,8.4,181.0,8.6,2.6,2.3,1.268,0.017,9.2,우수,100.0,100.0
1351,2023-04-27 06:00:00,장계,15.7,8.4,181.0,8.6,2.8,2.4,1.297,0.017,9.2,우수,100.0,100.0
1352,2023-04-27 07:00:00,장계,15.7,8.4,181.0,8.6,2.5,2.3,1.31,0.017,9.1,우수,100.0,100.0
1353,2023-04-27 08:00:00,장계,16.0,8.4,181.0,8.6,2.4,2.4,1.296,0.017,8.7,우수,100.0,100.0
1354,2023-04-27 09:00:00,장계,16.4,8.4,181.0,8.7,2.5,2.3,1.327,0.017,8.9,우수,100.0,100.0
1355,2023-04-27 10:00:00,장계,16.9,8.3,182.0,8.7,2.6,2.3,1.328,0.018,9.1,우수,100.0,100.0
1356,2023-04-27 11:00:00,장계,17.4,8.3,183.0,8.7,2.6,2.3,1.318,0.018,9.4,우수,100.0,100.0
1357,2023-04-27 12:00:00,장계,18.2,8.3,183.0,8.8,2.6,2.4,1.435,0.019,9.3,우수,100.0,100.0
1358,2023-04-27 13:00:00,장계,18.3,8.3,183.0,8.9,2.5,2.3,1.43,0.019,9.1,우수,100.0,100.0
1359,2023-04-27 14:00:00,장계,19.2,8.2,183.0,8.7,2.5,2.3,1.3130000000000002,0.019,9.0,우수,100.0,100.0
1360,2023-04-27 15:00:00,장계,19.5,8.2,183.0,8.7,2.6,2.4,1.3219999999999998,0.02,8.7,우수,100.0,100.0
1361,2023-04-27 16:00:00,장계,19.6,8.2,183.0,8.7,3.4,2.3,1.335,0.021,8.3,우수,100.0,100.0
1362,2023-04-27 17:00:00,장계,19.3,8.3,183.0,8.9,2.8,2.4,1.465,0.021,7.8,우수,100.0,100.0
1363,2023-04-27 18:00:00,장계,19.0,8.4,183.0,8.9,2.7,2.4,1.453,0.021,7.3,우수,100.0,100.0
1364,2023-04-27 19:00:00,장계,18.6,8.5,182.0,9.0,2.5,2.3,1.3119999999999998,0.022,6.8,우수,100.0,100.0
1365,2023-04-27 20:00:00,장계,18.3,8.5,182.0,9.0,2.4,2.3,1.413,0.022,6.3,우수,100.0,100.0
1366,2023-04-27 21:00:00,장계,18.0,8.5,182.0,9.0,2.4,2.4,1.334,0.021,6.3,우수,100.0,100.0
1367,2023-04-27 22:00:00,장계,17.7,8.5,182.0,9.0,2.3,2.3,1.4069999999999998,0.02,6.9,우수,100.0,100.0
1368,2023-04-27 23:00:00,장계,17.5,8.5,182.0,9.0,2.3,2.3,1.37,0.02,6.8,우수,100.0,100.0
1369,2023-04-28 00:00:00,장계,17.4,8.5,182.0,9.0,2.4,2.3,1.28,0.02,6.7,우수,100.0,100.0
1370,2023-04-28 01:00:00,장계,17.3,8.5,182.0,8.9,2.3,2.3,1.38,0.02,6.7,우수,100.0,100.0
1371,2023-04-28 02:00:00,장계,17.1,8.4,181.0,8.8,2.5,2.3,1.284,0.02,6.7,우수,100.0,100.0
1372,2023-04-28 03:00:00,장계,16.9,8.4,181.0,8.8,2.5,2.3,1.4269999999999998,0.02,6.7,우수,100.0,100.0
1373,2023-04-28 04:00:00,장계,16.8,8.4,183.0,8.8,2.5,2.3,1.367,0.02,7.1,우수,100.0,100.0
1374,2023-04-28 05:00:00,장계,16.6,8.4,183.0,8.8,2.5,2.2,1.332,0.02,7.3,우수,100.0,100.0
1375,2023-04-28 06:00:00,장계,16.5,8.3,183.0,8.5,2.7,2.4,1.341,0.019,7.5,우수,100.0,100.0
1376,2023-04-28 07:00:00,장계,16.6,8.4,182.0,8.6,2.9,2.4,1.331,0.019,8.0,우수,100.0,100.0
1377,2023-04-28 08:00:00,장계,16.9,8.4,182.0,8.9,2.7,2.3,1.449,0.02,7.6,우수,100.0,100.0
1378,2023-04-28 09:00:00,장계,17.4,8.4,182.0,8.9,2.6,2.4,1.415,0.02,6.8,우수,100.0,100.0
1379,2023-04-28 10:00:00,장계,18.1,8.3,183.0,8.8,2.6,2.3,1.3769999999999998,0.02,6.2,우수,100.0,100.0
1380,2023-04-28 11:00:00,장계,18.6,8.3,183.0,8.9,2.7,2.3,1.232,0.021,5.8,우수,100.0,100.0
1381,2023-04-28 12:00:00,장계,19.0,8.3,183.0,8.9,3.3,2.3,1.252,0.021,5.9,우수,100.0,100.0
1382,2023-04-28 13:00:00,장계,19.1,8.3,183.0,9.0,3.3,2.4,1.304,0.022,5.8,우수,100.0,100.0
1383,2023-04-28 14:00:00,장계,19.3,8.3,183.0,8.9,3.2,2.4,1.3159999999999998,0.023,5.6,우수,100.0,100.0
1384,2023-04-28 15:00:00,장계,,,,,,,1.147,0.023,,,100.0,100.0
1385,2023-04-28 16:00:00,장계,,,,,,,,,,,,
1386,2023-04-28 17:00:00,장계,18.5,8.5,183.0,9.3,3.1,2.4,1.238,0.023,6.9,우수,100.0,100.0
1387,2023-04-28 18:00:00,장계,18.2,8.5,183.0,9.3,3.1,2.5,1.3119999999999998,0.023,7.1,우수,100.0,100.0
1388,2023-04-28 19:00:00,장계,18.0,8.5,183.0,9.2,3.0,2.4,1.341,0.022,7.0,우수,100.0,100.0
1389,2023-04-28 20:00:00,장계,18.0,8.5,184.0,9.0,3.1,2.4,1.235,0.022,6.5,우수,100.0,100.0
1390,2023-04-28 21:00:00,장계,17.9,8.5,184.0,8.8,3.1,2.4,1.279,0.022,6.7,우수,100.0,100.0
1391,2023-04-28 22:00:00,장계,17.7,8.5,184.0,8.8,3.2,2.4,1.293,0.022,6.9,우수,100.0,100.0
1392,2023-04-28 23:00:00,장계,17.6,8.4,184.0,8.7,3.1,2.4,1.3630000000000002,0.022,6.9,우수,100.0,100.0
1393,2023-04-29 00:00:00,장계,17.6,8.4,183.0,8.9,3.1,2.3,1.481,0.022,7.1,우수,100.0,100.0
1394,2023-04-29 01:00:00,장계,17.7,8.4,183.0,9.0,3.1,2.4,1.525,0.022,7.4,우수,100.0,100.0
1395,2023-04-29 02:00:00,장계,17.6,8.4,182.0,8.8,3.0,2.4,1.336,0.022,7.0,우수,100.0,100.0
1396,2023-04-29 03:00:00,장계,17.7,8.4,183.0,8.8,3.0,2.3,1.369,0.022,7.3,우수,100.0,100.0
1397,2023-04-29 04:00:00,장계,17.8,8.4,183.0,8.5,3.0,2.4,1.394,0.022,7.4,우수,100.0,100.0
1398,2023-04-29 05:00:00,장계,17.8,8.4,182.0,8.4,3.1,2.4,1.332,0.022,7.5,우수,100.0,100.0
1399,2023-04-29 06:00:00,장계,17.8,8.3,182.0,8.5,3.0,2.2,1.289,0.022,7.2,우수,100.0,100.0
1400,2023-04-29 07:00:00,장계,18.1,8.3,182.0,8.5,3.1,2.3,1.318,0.021,7.8,우수,100.0,100.0
1401,2023-04-29 08:00:00,장계,18.3,8.3,182.0,8.6,3.0,2.4,1.325,0.02,7.8,우수,100.0,100.0
1402,2023-04-29 09:00:00,장계,18.3,8.3,182.0,8.7,3.0,2.4,1.386,0.022,7.8,우수,100.0,100.0
1403,2023-04-29 10:00:00,장계,18.5,8.3,182.0,8.6,2.9,2.3,1.413,0.022,7.8,우수,100.0,100.0
1404,2023-04-29 11:00:00,장계,18.6,8.4,182.0,8.6,3.0,2.3,1.442,0.022,8.5,우수,100.0,100.0
1405,2023-04-29 12:00:00,장계,18.3,8.4,183.0,8.6,3.2,2.3,1.431,0.021,10.0,우수,100.0,100.0
1406,2023-04-29 13:00:00,장계,18.2,8.4,183.0,8.7,3.2,2.4,1.4780000000000002,0.022,10.5,우수,100.0,100.0
1407,2023-04-29 14:00:00,장계,18.2,8.4,183.0,8.7,2.9,2.4,1.547,0.024,9.7,우수,100.0,100.0
1408,2023-04-29 15:00:00,장계,18.2,8.4,182.0,8.6,3.0,2.4,1.439,0.024,10.0,우수,100.0,100.0
1409,2023-04-29 16:00:00,장계,18.2,8.4,182.0,8.8,3.1,2.4,1.346,0.024,9.2,우수,100.0,100.0
1410,2023-04-29 17:00:00,장계,18.1,8.5,182.0,9.0,3.2,2.4,1.386,0.024,8.9,우수,100.0,100.0
1411,2023-04-29 18:00:00,장계,17.9,8.5,182.0,8.7,3.2,2.4,1.432,0.024,8.8,우수,100.0,100.0
1412,2023-04-29 19:00:00,장계,17.8,8.5,182.0,8.6,3.2,2.4,1.379,0.023,8.7,우수,100.0,100.0
1413,2023-04-29 20:00:00,장계,18.0,8.5,182.0,8.5,3.2,2.4,1.413,0.022,8.5,우수,100.0,100.0
1414,2023-04-29 21:00:00,장계,17.9,8.4,182.0,8.4,3.2,2.4,1.396,0.022,8.2,우수,100.0,100.0
1415,2023-04-29 22:00:00,장계,17.8,8.5,182.0,8.6,3.4,2.4,1.328,0.022,7.9,우수,100.0,100.0
1416,2023-04-29 23:00:00,장계,17.6,8.5,182.0,8.6,3.3,2.4,1.287,0.022,7.5,우수,100.0,100.0
